x_m,stage,pm25_ugm3,no_ppb,no2_ppb,voc_ppb,o3_ppb,oh_ppt
1.1992,plasma,139.5260,36.1442,83.8558,289.8505,152.8354,214.0121
1.2041,plasma,139.5260,35.7765,84.2235,288.8546,166.1159,214.0125
1.2090,plasma,139.5260,35.4119,84.5881,287.8622,179.3959,214.0129
1.2139,plasma,139.5260,35.0505,84.9495,286.8732,192.6753,214.0133
1.2188,plasma,139.5260,34.6922,85.3078,285.8875,205.9543,214.0137
1.2236,plasma,139.5260,34.3370,85.6630,284.9053,219.2328,214.0141
1.2285,plasma,139.5260,33.9849,86.0151,283.9264,232.5108,214.0145
1.2334,plasma,139.5260,33.6359,86.3641,282.9509,245.7884,214.0149
1.2383,plasma,139.5260,33.2899,86.7101,281.9787,259.0656,214.0153
1.2431,plasma,139.5260,32.9469,87.0531,281.0099,272.3423,214.0157
1.2480,plasma,139.5260,32.6069,87.3931,280.0444,285.6185,214.0161
1.2529,plasma,139.5260,32.2700,87.7300,279.0822,298.8944,214.0165
1.2577,plasma,139.5260,31.9359,88.0641,278.1233,312.1698,214.0169
1.2626,plasma,139.5260,31.6049,88.3951,277.1678,325.4449,214.0173
1.2675,plasma,139.5260,31.2767,88.7233,276.2155,338.7195,214.0177
1.2724,plasma,139.5260,30.9514,89.0486,275.2665,351.9938,214.0181
1.2772,plasma,139.5260,30.6291,89.3709,274.3207,365.2677,214.0185
1.2821,plasma,139.5260,30.3096,89.6904,273.3782,378.5413,214.0189
1.2870,plasma,139.5260,29.9929,90.0071,272.4389,391.8145,214.0193
1.2919,plasma,139.5260,29.6791,90.3209,271.5029,405.0874,214.0197
1.2968,plasma,139.5260,29.3680,90.6320,270.5700,418.3599,214.0201
1.3016,plasma,139.5260,29.0598,90.9402,269.6404,431.6321,214.0205
1.3065,plasma,139.5260,28.7543,91.2457,268.7140,444.9040,214.0208
1.3114,plasma,139.5260,28.4516,91.5484,267.7907,458.1756,214.0212
1.3162,plasma,139.5260,28.1516,91.8484,266.8707,471.4469,214.0216
1.3211,plasma,139.5260,27.8543,92.1457,265.9537,484.7179,214.0220
1.3260,plasma,139.5260,27.5597,92.4403,265.0400,497.9886,214.0223
1.3309,plasma,139.5260,27.2678,92.7322,264.1293,511.2590,214.0227
1.3357,plasma,139.5260,26.9785,93.0215,263.2219,524.5291,214.0231
1.3406,plasma,139.5260,26.6919,93.3081,262.3175,537.7990,214.0235
1.3455,plasma,139.5260,26.4079,93.5921,261.4162,551.0687,214.0238
1.3504,plasma,139.5260,26.1264,93.8736,260.5180,564.3381,214.0242
1.3553,plasma,139.5260,25.8476,94.1524,259.6229,577.6073,214.0246
1.3601,plasma,139.5260,25.5713,94.4287,258.7309,590.8762,214.0249
1.3650,plasma,139.5260,25.2976,94.7024,257.8420,604.1449,214.0253
1.3699,plasma,139.5260,25.0263,94.9737,256.9561,617.4134,214.0256
1.3747,plasma,139.5260,24.7576,95.2424,256.0732,630.6817,214.0260
1.3796,plasma,139.5260,24.4914,95.5086,255.1934,643.9497,214.0264
1.3845,plasma,139.5260,24.2276,95.7724,254.3166,657.2176,214.0267
1.3894,plasma,139.5260,23.9663,96.0337,253.4428,670.4853,214.0271
1.3942,plasma,139.5260,23.7075,96.2925,252.5721,683.7528,214.0274
1.3991,plasma,139.5260,23.4510,96.5490,251.7043,697.0201,214.0278
1.4040,plasma,139.5260,23.1969,96.8031,250.8395,710.2873,214.0281
1.4089,plasma,139.5260,22.9452,97.0548,249.9776,723.5543,214.0285
1.4138,plasma,139.5260,22.6959,97.3041,249.1187,736.8211,214.0288
1.4186,plasma,139.5260,22.4489,97.5511,248.2628,750.0878,214.0292
1.4235,plasma,139.5260,22.2043,97.7957,247.4098,763.3543,214.0295
1.4284,plasma,139.5260,21.9619,98.0381,246.5598,776.6207,214.0299
1.4332,plasma,139.5260,21.7219,98.2781,245.7127,789.8869,214.0302
1.4381,plasma,139.5260,21.4841,98.5159,244.8684,803.1530,214.0305
1.4430,plasma,139.5260,21.2486,98.7514,244.0271,816.4190,214.0309
1.4479,plasma,139.5260,21.0153,98.9847,243.1887,829.6849,214.0312
1.4527,plasma,139.5260,20.7842,99.2158,242.3531,842.9506,214.0315
1.4576,plasma,139.5260,20.5554,99.4446,241.5205,856.2163,214.0319
1.4625,plasma,139.5260,20.3287,99.6713,240.6906,869.4818,214.0322
1.4674,plasma,139.5260,20.1042,99.8958,239.8637,882.7473,214.0325
1.4723,plasma,139.5260,19.8819,100.1181,239.0395,896.0126,214.0329
1.4771,plasma,139.5260,19.6617,100.3383,238.2183,909.2779,214.0332
1.4820,plasma,139.5260,19.4436,100.5564,237.3998,922.5430,214.0335
1.4869,plasma,139.5260,19.2276,100.7724,236.5841,935.8081,214.0338
1.4917,plasma,139.5260,19.0138,100.9862,235.7713,949.0731,214.0342
1.4966,plasma,139.5260,18.8020,101.1980,234.9612,962.3381,214.0345
1.5015,plasma,139.5260,18.5922,101.4078,234.1539,975.6029,214.0348
1.5064,plasma,139.5260,18.3845,101.6155,233.3494,988.8677,214.0351
