x_m,stage,pm25_ugm3,no_ppb,no2_ppb,voc_ppb,o3_ppb,oh_ppt
1.5649,plasma,13.4817,15.5044,91.2555,224.6721,1928.5653,95.1318
1.5697,plasma,13.4817,15.3143,91.4456,223.9091,1951.0089,95.1319
1.5746,plasma,13.4817,15.1262,91.6337,223.1487,1973.4525,95.1320
1.5795,plasma,13.4817,14.9399,91.8200,222.3910,1995.8962,95.1321
1.5844,plasma,13.4817,14.7556,92.0043,221.6357,2018.3398,95.1322
1.5893,plasma,13.4817,14.5731,92.1868,220.8831,2040.7836,95.1323
1.5941,plasma,13.4817,14.3924,92.3675,220.1330,2063.2273,95.1324
1.5990,plasma,13.4817,14.2137,92.5462,219.3855,2085.6712,95.1325
1.6039,plasma,13.4817,14.0367,92.7232,218.6405,2108.1150,95.1326
1.6087,plasma,13.4817,13.8616,92.8983,217.8980,2130.5590,95.1327
1.6136,plasma,13.4817,13.6882,93.0716,217.1580,2153.0030,95.1328
1.6185,plasma,13.4817,13.5167,93.2432,216.4206,2175.4470,95.1329
1.6234,plasma,13.4817,13.3470,93.4129,215.6856,2197.8912,95.1330
1.6282,plasma,13.4817,13.1790,93.5809,214.9532,2220.3354,95.1331
1.6331,plasma,13.4817,13.0128,93.7471,214.2232,2242.7797,95.1332
1.6380,plasma,13.4817,12.8483,93.9116,213.4958,2265.2241,95.1333
1.6429,plasma,13.4817,12.6855,94.0744,212.7708,2287.6686,95.1334
1.6478,plasma,13.4817,12.5245,94.2354,212.0482,2310.1131,95.1335
1.6526,catalyst,13.4817,12.3652,94.3947,211.3281,2332.5578,95.1335
1.6575,catalyst,13.4817,12.3652,94.0772,208.9678,2055.6774,0.0000
1.6624,catalyst,13.4817,12.3652,93.7607,206.6338,1811.6634,0.0000
1.6672,catalyst,13.4817,12.3652,93.4453,204.3259,1596.6145,0.0000
1.6721,catalyst,13.4817,12.3652,93.1310,202.0437,1407.0924,0.0000
1.6770,catalyst,13.4817,12.3652,92.8177,199.7870,1240.0670,0.0000
1.6819,catalyst,13.4817,12.3652,92.5055,197.5556,1092.8680,0.0000
1.6867,catalyst,13.4817,12.3652,92.1943,195.3491,963.1419,0.0000
1.6916,catalyst,13.4817,12.3652,91.8841,193.1672,848.8145,0.0000
1.6965,catalyst,13.4817,12.3652,91.5750,191.0097,748.0582,0.0000
1.7014,catalyst,13.4817,12.3652,91.2670,188.8762,659.2618,0.0000
