x_m,stage,pm25_ugm3,no_ppb,no2_ppb,voc_ppb,o3_ppb,oh_ppt
1.7404,catalyst,12.4389,40.0000,62.8311,245.0853,2.0570,0.0000
1.7452,catalyst,12.4389,40.0000,62.6197,242.3479,1.8128,0.0000
1.7501,catalyst,12.4389,40.0000,62.4091,239.6411,1.5976,0.0000
1.7550,catalyst,12.4389,40.0000,62.1991,236.9645,1.4080,0.0000
1.7599,catalyst,12.4389,40.0000,61.9899,234.3178,1.2409,0.0000
1.7648,catalyst,12.4389,40.0000,61.7814,231.7007,1.0936,0.0000
1.7696,catalyst,12.4389,40.0000,61.5735,229.1128,0.9638,0.0000
1.7745,catalyst,12.4389,40.0000,61.3664,226.5538,0.8494,0.0000
1.7794,catalyst,12.4389,40.0000,61.1600,224.0234,0.7485,0.0000
1.7842,catalyst,12.4389,40.0000,60.9542,221.5212,0.6597,0.0000
1.7891,catalyst,12.4389,40.0000,60.7492,219.0470,0.5814,0.0000
1.7940,catalyst,12.4389,40.0000,60.5448,216.6005,0.5124,0.0000
1.7989,catalyst,12.4389,40.0000,60.3412,214.1812,0.4516,0.0000
1.8037,catalyst,12.4389,40.0000,60.1382,211.7890,0.3980,0.0000
1.8086,catalyst,12.4389,40.0000,59.9359,209.4235,0.3507,0.0000
1.8135,catalyst,12.4389,40.0000,59.7343,207.0844,0.3091,0.0000
1.8184,catalyst,12.4389,40.0000,59.5333,204.7714,0.2724,0.0000
1.8233,catalyst,12.4389,40.0000,59.3331,202.4843,0.2401,0.0000
1.8281,catalyst,12.4389,40.0000,59.1335,200.2227,0.2116,0.0000
1.8330,catalyst,12.4389,40.0000,58.9345,197.9864,0.1865,0.0000
1.8379,catalyst,12.4389,40.0000,58.7363,195.7751,0.1643,0.0000
1.8427,catalyst,12.4389,40.0000,58.5387,193.5884,0.1448,0.0000
1.8476,catalyst,12.4389,40.0000,58.3418,191.4262,0.1276,0.0000
1.8525,catalyst,12.4389,40.0000,58.1455,189.2882,0.1125,0.0000
1.8574,catalyst,12.4389,40.0000,57.9499,187.1740,0.0991,0.0000
1.8622,catalyst,12.4389,40.0000,57.7550,185.0834,0.0874,0.0000
1.8671,catalyst,12.4389,40.0000,57.5607,183.0162,0.0770,0.0000
1.8720,catalyst,12.4389,40.0000,57.3671,180.9720,0.0678,0.0000
1.8769,catalyst,12.4389,40.0000,57.1741,178.9507,0.0598,0.0000
1.8818,catalyst,12.4389,40.0000,56.9818,176.9520,0.0527,0.0000
1.8866,catalyst,12.4389,40.0000,56.7901,174.9756,0.0464,0.0000
1.8915,catalyst,12.4389,40.0000,56.5990,173.0213,0.0409,0.0000
1.8964,catalyst,12.4389,40.0000,56.4086,171.0888,0.0361,0.0000
1.9013,catalyst,12.4389,40.0000,56.2189,169.1778,0.0318,0.0000
1.9061,catalyst,12.4389,40.0000,56.0298,167.2883,0.0280,0.0000
1.9110,catalyst,12.4389,40.0000,55.8413,165.4198,0.0247,0.0000
1.9159,catalyst,12.4389,40.0000,55.6535,163.5722,0.0218,0.0000
1.9207,catalyst,12.4389,40.0000,55.4662,161.7452,0.0192,0.0000
1.9256,catalyst,12.4389,40.0000,55.2797,159.9387,0.0169,0.0000
1.9305,catalyst,12.4389,40.0000,55.0937,158.1523,0.0149,0.0000
1.9354,catalyst,12.4389,40.0000,54.9084,156.3859,0.0131,0.0000
1.9403,catalyst,12.4389,40.0000,54.7237,154.6392,0.0116,0.0000
1.9451,catalyst,12.4389,40.0000,54.5396,152.9120,0.0102,0.0000
1.9500,outlet,12.4389,40.0000,54.3561,151.2041,0.0090,0.0000
